Title,Producto y Módulo,Palabras clave BC CSC CM,Categoría,Acceso,Soporte
"¿Tipos de sucesos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""accidente"",""TermID"":""73a83f6c-2795-476a-a0d2-e395c849faac""},{""Label"":""consultorio"",""TermID"":""7decbca0-650a-4a68-8c37-0a35e9441719""},{""Label"":""examen"",""TermID"":""2bd608ee-d31b-4ff6-8be5-ebd3fd5a3603""},{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Historia Clinica","Externo"
"¿Cómo configurar el sigweb del topaz de firma?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""firma"",""TermID"":""440acab0-1ff5-401a-93a0-17c39dde8a89""},{""Label"":""instalación"",""TermID"":""882f2483-84d8-41fd-b939-0133320c457f""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","SigWeb","Externo"
"¿Cómo importar un manual farmacéutico?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML Manager CM:Almacén"",""TermID"":""d7514d73-aaec-4216-bdff-0d6c7f271a43""},{""Label"":""ML.net CM:Enfermería"",""TermID"":""06f6c4f3-e550-4097-bf5a-81a8f0f3db69""}]","[{""Label"":""farmacia"",""TermID"":""175196c3-ad40-4bff-bc69-775b238442b7""},{""Label"":""importación"",""TermID"":""65d495c1-295a-42d7-91b2-4526ab179960""},{""Label"":""almacén"",""TermID"":""2f57099c-957f-4077-9b58-a3ff4b47e46f""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""},{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Configuración->General->Importador de Manual Farmacéutico","Externo"
"¿Como digitalizar la firma de un profesional?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""}]","[{""Label"":""firma"",""TermID"":""440acab0-1ff5-401a-93a0-17c39dde8a89""},{""Label"":""configurar"",""TermID"":""147f86a8-314f-467a-bdcd-d8c8e9f46625""},{""Label"":""profesional"",""TermID"":""a857ccaf-88cd-454a-88b7-9a108fd21758""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""},{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","DemoOCX","Externo"
"¿Como cargar un informe de atención medica inicial?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""accidente"",""TermID"":""73a83f6c-2795-476a-a0d2-e395c849faac""},{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""ingreso"",""TermID"":""0ae0e7b7-4d65-41de-af36-aeafd2bd791b""},{""Label"":""historia clínica"",""TermID"":""9c62b301-4ce5-4747-a53a-8706dfda71d4""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Historia Clinica > agregar formularios","Externo"
"¿Cómo carga de un formulario de pedido de autorización?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""historia clínica"",""TermID"":""9c62b301-4ce5-4747-a53a-8706dfda71d4""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Historia Clinica > Pedido de Autorización ","Externo"
"¿Cómo cargar un Informe de Evolución y Tratamiento?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""historia clínica"",""TermID"":""9c62b301-4ce5-4747-a53a-8706dfda71d4""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Historia Clinica > Informa de evolución y Tratamiento","Externo"
"¿Cómo cargar un alta médica?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""historia clínica"",""TermID"":""9c62b301-4ce5-4747-a53a-8706dfda71d4""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Historia Clinica > Agregar Formularios.","Externo"
"¿Cómo dar de alta un financiador?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:ART"",""TermID"":""f95fed8e-b8f3-4a23-97ca-e18e1ef3afcd""}]","[{""Label"":""financiadores"",""TermID"":""a18c774b-d20d-4e59-bf5d-008869235a7f""},{""Label"":""configurar"",""TermID"":""147f86a8-314f-467a-bdcd-d8c8e9f46625""},{""Label"":""ajuste"",""TermID"":""f33a8fd2-e203-41db-81c6-d3e0acdfd400""},{""Label"":""ART"",""TermID"":""5fbd8789-7d19-497b-bc04-8a848c8a339c""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Entidades > Financiadores.","Externo"
"¿Cómo reemplazar un usuario en ML.Net?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Seguridad"",""TermID"":""91b860fb-d3db-4823-955b-e1419676b2d6""}]","[{""Label"":""usuario"",""TermID"":""c84ef1d6-1557-4a9f-9f73-f0fb1cc4dd99""},{""Label"":""seguridad"",""TermID"":""7401cd5d-bf41-4dcd-98dd-e61bfbf9bc86""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Seguridad > Reemplazos","Externo"
"¿Cómo asociar un informe de evolución y tratamiento a un pedido de autorización?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""accidente"",""TermID"":""73a83f6c-2795-476a-a0d2-e395c849faac""},{""Label"":""asociado"",""TermID"":""5d04954e-0711-4b56-ac7d-b8a6d9c61d59""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Historia Clinica > Informe de evolución y tratamiento.","Externo"
"¿Como cargar un profesional en ML Point?","[{""Label"":""ML Point"",""TermID"":""e92c923d-732f-4c5a-84f7-85db383b719f""},{""Label"":""ML Point:Formularios"",""TermID"":""d2ad580c-c680-4570-ac29-be77c0436c9f""},{""Label"":""ML Point:Siniestros"",""TermID"":""8cc2b7b3-a417-4b66-a64f-74d99a182235""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""profesional"",""TermID"":""a857ccaf-88cd-454a-88b7-9a108fd21758""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Historia Clinica.","Externo"
"¿Cómo dar de alta un formulario tipo informe de atención medica inicial en ML Point?","[{""Label"":""ML Point"",""TermID"":""e92c923d-732f-4c5a-84f7-85db383b719f""},{""Label"":""ML Point:Formularios"",""TermID"":""d2ad580c-c680-4570-ac29-be77c0436c9f""},{""Label"":""ML Point:Siniestros"",""TermID"":""8cc2b7b3-a417-4b66-a64f-74d99a182235""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""ingreso"",""TermID"":""0ae0e7b7-4d65-41de-af36-aeafd2bd791b""},{""Label"":""IAMI"",""TermID"":""e82c1f4c-fa0a-47a6-ab9c-c944e36b33a8""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Historia Clinica","Externo"
"¿Cómo ver un siniestro en ML Point?","[{""Label"":""ML Point"",""TermID"":""e92c923d-732f-4c5a-84f7-85db383b719f""},{""Label"":""ML Point:Siniestros"",""TermID"":""8cc2b7b3-a417-4b66-a64f-74d99a182235""},{""Label"":""ML Point:Formularios"",""TermID"":""d2ad580c-c680-4570-ac29-be77c0436c9f""}]","[{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""},{""Label"":""historia clínica"",""TermID"":""9c62b301-4ce5-4747-a53a-8706dfda71d4""},{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Siniestros > En Curso > Ver siniestro.","Externo"
"¿Cómo reabrir un siniestro en ML Point?","[{""Label"":""ML Point"",""TermID"":""e92c923d-732f-4c5a-84f7-85db383b719f""},{""Label"":""ML Point:Siniestros"",""TermID"":""8cc2b7b3-a417-4b66-a64f-74d99a182235""}]","[{""Label"":""reabrir"",""TermID"":""ed36f449-6340-47f0-b1b4-25ec676977e6""},{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Siniestros > Buscar > Reabrir ","Externo"
"¿Cómo buscar un siniestro en ML Point?","[{""Label"":""ML Point"",""TermID"":""e92c923d-732f-4c5a-84f7-85db383b719f""},{""Label"":""ML Point:Siniestros"",""TermID"":""8cc2b7b3-a417-4b66-a64f-74d99a182235""}]","[{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""},{""Label"":""buscar"",""TermID"":""96d24f99-2388-45ed-a5db-56159a7e2fc6""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Siniestro > Buscar ","Externo"
"¿Cómo ingresar un nuevo siniestro en ML Point?","[{""Label"":""ML Point"",""TermID"":""e92c923d-732f-4c5a-84f7-85db383b719f""},{""Label"":""ML Point:Siniestros"",""TermID"":""8cc2b7b3-a417-4b66-a64f-74d99a182235""}]","[{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""},{""Label"":""ingreso"",""TermID"":""0ae0e7b7-4d65-41de-af36-aeafd2bd791b""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""},{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Siniestros > Nuevo.","Externo"
"¿Cómo saber si ya un siniestro esta ingresado en ML Point ?","[{""Label"":""ML Point"",""TermID"":""e92c923d-732f-4c5a-84f7-85db383b719f""},{""Label"":""ML Point:Siniestros"",""TermID"":""8cc2b7b3-a417-4b66-a64f-74d99a182235""}]","[{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""},{""Label"":""nuevo"",""TermID"":""e66a15e8-ed98-4bff-92f3-9bb4410aebe4""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Siniestros > Nuevo.","Externo"
"¿Cómo cambiar el estado de un pedido de autorización en ML Point?","[{""Label"":""ML Point"",""TermID"":""e92c923d-732f-4c5a-84f7-85db383b719f""},{""Label"":""ML Point:Siniestros"",""TermID"":""8cc2b7b3-a417-4b66-a64f-74d99a182235""}]","[{""Label"":""autorización"",""TermID"":""dc73a914-19c0-4320-a092-d69d86d86867""},{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""},{""Label"":""bandeja"",""TermID"":""83426f22-f926-4dd5-9d69-46d44a9c1716""},{""Label"":""pendiente"",""TermID"":""54db6932-9074-4ba3-ab42-01822c7faf19""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Autorizaciones> Pendientes.","Externo"
"¿Cómo cargar un turnos desde un pedido de autorización?","[{""Label"":""ML Point"",""TermID"":""e92c923d-732f-4c5a-84f7-85db383b719f""},{""Label"":""ML Point:Turnos"",""TermID"":""87e7dcb5-d2af-45dc-9c0e-538947f59f28""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Autorizaciones ","Externo"
"¿Cómo buscar un pedido de autorización?","[{""Label"":""ML Point"",""TermID"":""e92c923d-732f-4c5a-84f7-85db383b719f""},{""Label"":""ML Point:Siniestros"",""TermID"":""8cc2b7b3-a417-4b66-a64f-74d99a182235""}]","[{""Label"":""autorización"",""TermID"":""dc73a914-19c0-4320-a092-d69d86d86867""},{""Label"":""buscar"",""TermID"":""96d24f99-2388-45ed-a5db-56159a7e2fc6""},{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""},{""Label"":""bandeja"",""TermID"":""83426f22-f926-4dd5-9d69-46d44a9c1716""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Autorizaciones > Buscar","Externo"
"¿Cómo funciona el registro de días de baja?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:ART"",""TermID"":""f95fed8e-b8f3-4a23-97ca-e18e1ef3afcd""}]","[{""Label"":""reingreso"",""TermID"":""2ae03e48-4a21-49ef-976b-d55f36ef0781""},{""Label"":""conteo"",""TermID"":""5f77ad79-e25b-4d77-8bca-a4d7cb034a7d""},{""Label"":""cantidad"",""TermID"":""ea58143b-5b63-4fa3-817b-6776b776edd6""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Historia Clinica","Externo"
"¿Cómo verificar la modificación de un turno por base de datos?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Turnos"",""TermID"":""0140c615-fae4-4478-b69b-5be924709241""},{""Label"":""ML Manager CM:Exámenes"",""TermID"":""0c7dbc51-0068-4c95-bd2d-721ea90e2450""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Base de Datos.","Interno"
"¿Cómo generar un reporte de turnos desde ML.Net?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Turnos"",""TermID"":""0140c615-fae4-4478-b69b-5be924709241""},{""Label"":""ML Manager CM:Exámenes"",""TermID"":""0c7dbc51-0068-4c95-bd2d-721ea90e2450""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""reporte"",""TermID"":""db080f14-91d5-4ea6-b902-e1367d54138a""},{""Label"":""examen"",""TermID"":""2bd608ee-d31b-4ff6-8be5-ebd3fd5a3603""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Modulo de Turnos.

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-15545","Externo"
"¿Qué hacer cuando el topaz de firma no funciona en ML.Net?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""firma"",""TermID"":""440acab0-1ff5-401a-93a0-17c39dde8a89""},{""Label"":""totem"",""TermID"":""493c29e9-9bd9-400e-808d-3eea352f9469""},{""Label"":""TOPAZ"",""TermID"":""188b913e-8a7a-486e-9b9e-ada9229c9acf""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Topaz de firma.","Interno"
"¿Cómo dar de alta un empleador en ML.Net?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""},{""Label"":""ML.net CM:ART"",""TermID"":""f95fed8e-b8f3-4a23-97ca-e18e1ef3afcd""},{""Label"":""ML.net CM:Seguridad"",""TermID"":""91b860fb-d3db-4823-955b-e1419676b2d6""}]","[{""Label"":""empleador"",""TermID"":""85312616-9fcf-461d-b417-46a8f1b81751""},{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Entidades > Empleadores.","Externo"
"Script para modificar masivamente las coberturas según el grupo y plan. ","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""script"",""TermID"":""36a8ccda-cd64-4860-b48f-ba8975a500a4""},{""Label"":""cobertura"",""TermID"":""d616e6c9-df09-42fb-875d-d3f095864ed1""},{""Label"":""plan"",""TermID"":""e0614ed4-4f59-4e1c-ab65-76b6396d6c4d""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Base de datos","Interno"
"¿Donde chequear firma de trabajador en Formulario?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:ART"",""TermID"":""f95fed8e-b8f3-4a23-97ca-e18e1ef3afcd""}]","[{""Label"":""firma"",""TermID"":""440acab0-1ff5-401a-93a0-17c39dde8a89""},{""Label"":""trabajador"",""TermID"":""0506fd7d-0c92-4eed-8aff-d6fad4c0fed6""},{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Base de Datos

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-15779","Interno"
"¿Cómo configurar permisos para un tipo de usuario en MLWEB?","[{""Label"":""ML Manager WEB CM"",""TermID"":""a9589c48-d645-46e3-93d6-803db7511f0a""},{""Label"":""ML Manager WEB CM:Seguridad"",""TermID"":""085e8db6-cbc8-439a-af0c-7155e7dd36a2""}]","[{""Label"":""usuario"",""TermID"":""c84ef1d6-1557-4a9f-9f73-f0fb1cc4dd99""},{""Label"":""seguridad"",""TermID"":""7401cd5d-bf41-4dcd-98dd-e61bfbf9bc86""},{""Label"":""tipo de usuario"",""TermID"":""e52af038-2689-497c-9599-1b485ba577c2""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","-Modulo seguridad: Configuración/ datos / tipos de usuarios","Interno"
"¿Cómo clasificar a un cliente como agente de deposito colectivo (ADC)?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""agente de depósito colectivo"",""TermID"":""304d9150-37ad-4978-aeaa-569cace8c1f4""},{""Label"":""SCA"",""TermID"":""07c2de62-9ba1-45be-b3b1-c5eb2cd9397d""},{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Base de Datos. 

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-15818","Interno"
"¿Cómo realizar una NCR/NDE a un comprobante que ya tenía una nota previamente asociada?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""nota de débito"",""TermID"":""787c762c-c552-43c1-a648-e494569d3aa1""},{""Label"":""asociar"",""TermID"":""02611572-3595-4f9c-b549-386a2eca8028""},{""Label"":""factura"",""TermID"":""e920df5f-484a-4b04-a1b0-04a717252969""},{""Label"":""factura electrónica"",""TermID"":""53bcc46c-3b15-4562-825e-42a030afbdfe""},{""Label"":""nota de crédito"",""TermID"":""e9464e94-e6d2-475a-bb0a-76ee315ca0e3""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""},{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de Datos.","Interno"
"¿Por qué el proceso de Prefacturación no trae información?","[{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""},{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""}]","[{""Label"":""prefacturación"",""TermID"":""3d77963f-6a52-4e62-8119-5aabeb4d70af""},{""Label"":""prefa"",""TermID"":""7c1184ca-0779-45d1-bd70-05d41cadfa28""},{""Label"":""suceso"",""TermID"":""67859ce3-ccd4-4ec7-a048-dca647a2f35f""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","ML NET: Sucesos -> Accidentes -> Buscar","Externo"
"¿Cómo actualizar lista de valores por cliente?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""cliente"",""TermID"":""1fb3bc76-37e0-4f0e-b17a-0fea65d68b86""},{""Label"":""actualización"",""TermID"":""277818db-e88c-4111-8dfc-5c439667d59f""},{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""},{""Label"":""ventas"",""TermID"":""a4835522-b78c-4836-8d0e-8aadcd484bdf""},{""Label"":""precio"",""TermID"":""2fb39316-2da7-45e6-b98b-a3c23d26cc54""},{""Label"":""valores"",""TermID"":""f38f545f-0a05-48a1-8079-036537c37bc5""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Ventas -> Datos -> Listas de Precios","Externo"
"¿Cómo configurar un feriado?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Turnos"",""TermID"":""1cac52c8-332b-4f02-b0b6-f820e023cdc3""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""feriado"",""TermID"":""5f10c0db-59dd-48c6-b064-f0c9bf213f1c""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Configuración -> General -> Feriados","Externo"
